id,address,suburb,region,distance_from_cbd_km,property_type,bedrooms,bathrooms,car_spots,land_size_sqm,building_area_sqm,year_built,sale_date,sale_method,price
2651,105 Victoria Ave,Brunswick,Northern,5,Unit/Apartment,1,1,1.0,0,99.0,1939.0,2024-08-13,S,750000.0
2652,198 Elm Gr,Coburg,Northern,8,House,2,1,3.0,789,122.0,1914.0,2024-08-13,S,1253000.0
2653,180 Park Cres,Epping,Outer North,20,Townhouse,1,1,0.0,281,93.0,1951.0,2024-08-13,S,445000.0
2654,113 Somerset Cl,Fitzroy,Inner,3,Townhouse,3,2,2.0,212,171.0,1934.0,2024-08-13,S,939000.0
2655,40 Maple Ct,Glen Waverley,Eastern,18,Unit/Apartment,2,2,0.0,0,122.0,2014.0,2024-08-13,VB,652000.0
2656,40 Nicholson St,Sunshine,Western,13,Townhouse,2,1,1.0,131,119.0,1981.0,2024-08-13,S,487000.0
2657,197 Albert Rd,Sunshine,Western,13,House,2,2,1.0,662,139.0,1964.0,2024-08-13,S,887000.0
2658,43 Union St,Fitzroy,Inner,3,House,1,1,2.0,608,100.0,2015.0,2024-08-13,S,1393000.0
2659,109 Maple Ct,Sunshine,Western,13,Unit/Apartment,1,1,3.0,0,91.0,2015.0,2024-08-13,SP,567000.0
2660,157 Wellington Pde,Coburg,Northern,8,House,2,2,1.0,588,121.0,1956.0,2024-08-14,S,1247000.0
2661,131 Union St,Point Cook,Outer West,24,House,3,3,0.0,459,162.0,1993.0,2024-08-14,VB,787000.0
2662,93 Beach Rd,Dandenong,South East,30,Unit/Apartment,1,1,0.0,0,108.0,1988.0,2024-08-14,SP,274000.0
2663,60 Park Cres,Kew,Inner East,6,Townhouse,3,2,1.0,146,147.0,1930.0,2024-08-14,S,1155000.0
2664,150 Cook St,Essendon,North West,9,House,2,1,1.0,419,133.0,1912.0,2024-08-14,S,1264000.0
2665,103 Ryan Ave,Brunswick,Northern,5,Townhouse,2,1,1.0,235,143.0,1927.0,2024-08-15,PI,814000.0
2666,88 Elm Gr,Essendon,North West,9,House,2,1,2.0,598,128.0,1967.0,2024-08-15,S,1168000.0
2667,39 Albert Rd,Sandringham,Bayside,15,Unit/Apartment,2,2,2.0,0,137.0,1933.0,2024-08-15,PI,863000.0
2668,45 Cook St,Williamstown,Inner West,10,House,2,1,2.0,888,135.0,1952.0,2024-08-15,S,1532000.0
2669,72 Clarke St,Glen Waverley,Eastern,18,Townhouse,3,3,4.0,293,157.0,1923.0,2024-08-15,S,1114000.0
2670,116 Union St,Doncaster,Eastern,15,House,2,2,1.0,640,114.0,1952.0,2024-08-16,SA,1244000.0
2671,56 Church St,Frankston,South East,41,Unit/Apartment,1,1,0.0,0,83.0,1974.0,2024-08-16,SA,336000.0
2672,119 Station Rd,Reservoir,Northern,12,House,4,3,2.0,755,212.0,1908.0,2024-08-17,SP,1377000.0
2673,51 Bridge St,Doncaster,Eastern,15,House,3,3,1.0,465,178.0,1947.0,2024-08-17,SP,1332000.0
2674,103 Albert Rd,Williamstown,Inner West,10,House,1,1,1.0,799,81.0,1941.0,2024-08-17,S,1417000.0
2675,54 Wellington Pde,Ringwood,Outer East,24,House,1,1,3.0,348,115.0,2012.0,2024-08-17,PI,763000.0
2676,49 Albert Rd,Berwick,Outer South East,42,Unit/Apartment,3,2,0.0,0,179.0,1908.0,2024-08-18,SP,419000.0
2677,192 Cook St,Richmond,Inner,3,Unit/Apartment,3,2,0.0,0,157.0,1992.0,2024-08-18,S,1014000.0
2678,149 Victoria Ave,Coburg,Northern,8,House,3,3,1.0,782,128.0,1905.0,2024-08-19,SP,1316000.0
2679,33 Bridge St,Kew,Inner East,6,House,3,2,3.0,513,151.0,2001.0,2024-08-19,VB,2114000.0
2680,56 Union St,Frankston,South East,41,Unit/Apartment,3,3,0.0,0,182.0,1957.0,2024-08-19,S,455000.0
2681,93 Grove St,Carlton,Inner,2,Townhouse,3,3,1.0,244,169.0,1987.0,2024-08-19,SP,1174000.0
2682,38 Nicholson St,St Kilda,Bayside,6,House,2,2,2.0,394,116.0,2019.0,2024-08-20,S,1534000.0
2683,161 High St,Craigieburn,Outer North,26,House,3,3,3.0,575,149.0,1903.0,2024-08-20,S,539000.0
2684,144 Ryan Ave,Williamstown,Inner West,10,Townhouse,1,1,1.0,299,92.0,1907.0,2024-08-20,S,893000.0
2685,168 Station Rd,Yarraville,Inner West,8,Unit/Apartment,1,1,1.0,0,98.0,1945.0,2024-08-20,VB,666000.0
2686,97 Elm Gr,Hawthorn,Inner East,6,House,3,3,4.0,448,154.0,2020.0,2024-08-20,SP,2226000.0
2687,131 Park Cres,Werribee,Outer West,32,House,3,2,0.0,789,135.0,1926.0,2024-08-20,S,574000.0
2688,27 Riverside Dr,Footscray,Inner West,6,Townhouse,3,2,1.0,123,186.0,1906.0,2024-08-20,SP,728000.0
2689,171 Albert Rd,Box Hill,Eastern,14,House,1,1,1.0,602,93.0,1908.0,2024-08-21,SP,1039000.0
2690,50 Empire Ave,Dandenong,South East,30,Unit/Apartment,2,2,2.0,0,116.0,1992.0,2024-08-21,S,374000.0
2691,16 High St,Preston,Northern,9,Unit/Apartment,2,2,0.0,0,131.0,2016.0,2024-08-22,SP,632000.0
2692,181 Albert Rd,Fitzroy,Inner,3,House,3,2,4.0,682,161.0,1957.0,2024-08-22,S,1583000.0
2693,151 Park Cres,Fitzroy,Inner,3,Townhouse,3,3,0.0,252,152.0,2008.0,2024-08-22,SP,1014000.0
2694,112 Union St,Carlton,Inner,2,Townhouse,2,1,1.0,211,129.0,1953.0,2024-08-23,S,976000.0
2695,188 Cook St,St Kilda,Bayside,6,Townhouse,3,3,1.0,132,159.0,,2024-08-23,S,1137000.0
2696,135 Nicholson St,Fitzroy,Inner,3,Unit/Apartment,2,2,3.0,0,128.0,1983.0,2024-08-23,S,1019000.0
2697,124 Empire Ave,Essendon,North West,9,Townhouse,3,2,1.0,269,169.0,1923.0,2024-08-23,S,961000.0
2698,14 Victoria Ave,Hawthorn,Inner East,6,Unit/Apartment,1,1,0.0,0,120.0,1999.0,2024-08-23,S,832000.0
2699,184 Ryan Ave,Frankston,South East,41,House,3,2,0.0,528,182.0,1968.0,2024-08-24,SP,626000.0
2700,44 Ryan Ave,Yarraville,Inner West,8,Unit/Apartment,3,3,3.0,0,141.0,2010.0,2024-08-24,S,618000.0
2701,137 Victoria Ave,Williamstown,Inner West,10,Townhouse,3,2,1.0,247,176.0,1951.0,2024-08-24,SP,930000.0
2702,122 Church St,Coburg,Northern,8,Townhouse,3,2,0.0,275,153.0,2009.0,2024-08-24,SP,936000.0
2703,119 Albert Rd,St Kilda,Bayside,6,House,1,1,3.0,578,119.0,2016.0,2024-08-24,PI,1427000.0
2704,100 Station Rd,South Yarra,Inner,4,House,2,1,1.0,477,134.0,1947.0,2024-08-25,SP,1651000.0
2705,16 Maple Ct,Richmond,Inner,3,House,2,1,1.0,323,122.0,1984.0,2024-08-25,S,1240000.0
2706,150 Ryan Ave,Hawthorn,Inner East,6,House,2,2,0.0,873,126.0,2019.0,2024-08-25,S,1978000.0
2707,7 Grove St,Sunshine,Western,13,House,3,2,3.0,686,139.0,1934.0,2024-08-26,S,783000.0
2708,22 Nicholson St,Berwick,Outer South East,42,House,1,1,1.0,336,109.0,1905.0,2024-08-26,S,544000.0
2709,167 Union St,Malvern,Inner East,8,House,3,2,0.0,585,129.0,2015.0,2024-08-26,S,2051000.0
2710,106 Albert Rd,Williamstown,Inner West,10,Townhouse,2,1,1.0,206,120.0,1949.0,2024-08-26,S,882000.0
2711,123 Albert Rd,Pakenham,Outer South East,55,House,1,1,1.0,620,93.0,1983.0,2024-08-26,PI,472000.0
2712,63 Beach Rd,Melbourne CBD,Inner,1,Unit/Apartment,1,1,2.0,0,106.0,1906.0,2024-08-27,S,659000.0
2713,141 Union St,Moonee Ponds,North West,7,House,2,2,0.0,608,140.0,1934.0,2024-08-27,S,1487000.0
2714,29 Nicholson St,Richmond,Inner,3,Townhouse,2,1,0.0,164,127.0,1946.0,2024-08-27,S,893000.0
2715,162 Cook St,Moonee Ponds,North West,7,House,2,1,2.0,733,131.0,2014.0,2024-08-28,PI,1568000.0
2716,166 Beach Rd,Glen Waverley,Eastern,18,House,4,3,2.0,531,190.0,1949.0,2024-08-28,PI,1277000.0
2717,62 Cook St,Carlton,Inner,2,Unit/Apartment,1,1,2.0,0,103.0,1911.0,2024-08-28,SP,755000.0
2718,18 Church St,Essendon,North West,9,Unit/Apartment,1,1,1.0,0,95.0,1925.0,2024-08-29,SP,710000.0
2719,171 Albert Rd,Glen Waverley,Eastern,18,Unit/Apartment,3,2,1.0,0,141.0,2001.0,2024-08-29,SP,674000.0
2720,42 Union St,Yarraville,Inner West,8,Unit/Apartment,1,1,1.0,0,97.0,1981.0,2024-08-29,S,757000.0
2721,145 Grove St,Williamstown,Inner West,10,Unit/Apartment,2,2,2.0,0,144.0,1951.0,2024-08-29,S,739000.0
2722,59 Station Rd,Carlton,Inner,2,House,3,2,1.0,397,169.0,1958.0,2024-08-29,VB,1520000.0
2723,156 Station Rd,Toorak,Inner East,5,House,2,1,3.0,605,143.0,2020.0,2024-08-30,PI,2608000.0
2724,152 Ryan Ave,Sandringham,Bayside,15,House,2,2,1.0,694,137.0,1953.0,2024-08-30,SP,1450000.0
2725,51 Albert Rd,Malvern,Inner East,8,Unit/Apartment,2,2,0.0,0,130.0,1991.0,2024-08-30,VB,1139000.0
2726,20 Cook St,Ringwood,Outer East,24,Townhouse,2,2,1.0,194,138.0,1970.0,2024-08-30,S,528000.0
2727,122 Union St,Malvern,Inner East,8,House,3,3,0.0,458,,1951.0,2024-08-30,S,1716000.0
2728,144 Beach Rd,Sandringham,Bayside,15,House,2,2,4.0,646,127.0,1940.0,2024-08-31,S,1431000.0
2729,37 Ryan Ave,Point Cook,Outer West,24,House,3,2,1.0,439,144.0,2011.0,2024-08-31,SA,911000.0
2730,96 Park Cres,Coburg,Northern,8,Townhouse,2,2,2.0,151,154.0,1902.0,2024-08-31,SP,720000.0
2731,55 Wellington Pde,South Yarra,Inner,4,House,2,1,2.0,851,149.0,1904.0,2024-08-31,S,1775000.0
2732,49 Cook St,Kew,Inner East,6,House,4,2,1.0,683,172.0,1927.0,2024-09-01,S,2292000.0
2733,58 Somerset Cl,Dandenong,South East,30,Unit/Apartment,2,2,2.0,0,123.0,1959.0,2024-09-02,S,316000.0
2734,119 Elm Gr,Preston,Northern,9,House,3,3,0.0,537,139.0,1901.0,2024-09-02,VB,1360000.0
2735,2 Empire Ave,Sandringham,Bayside,15,House,3,2,2.0,759,147.0,1955.0,2024-09-02,S,1535000.0
2736,8 Maple Ct,Ringwood,Outer East,24,House,4,3,2.0,700,179.0,1948.0,2024-09-03,PI,965000.0
2737,180 Cook St,Footscray,Inner West,6,Townhouse,4,3,2.0,231,161.0,2019.0,2024-09-03,SP,905000.0
2738,76 Albert Rd,Reservoir,Northern,12,House,2,1,1.0,432,144.0,1982.0,2024-09-03,SP,710000.0
2739,156 Nicholson St,Fitzroy,Inner,3,House,3,3,3.0,790,155.0,1926.0,2024-09-03,S,2062000.0
2740,131 Maple Ct,Craigieburn,Outer North,26,Unit/Apartment,1,1,0.0,0,110.0,1992.0,2024-09-03,SP,371000.0
2741,45 High St,Melbourne CBD,Inner,1,Unit/Apartment,2,2,0.0,0,140.0,1902.0,2024-09-04,S,848000.0
2742,22 Somerset Cl,Hawthorn,Inner East,6,House,3,3,0.0,529,136.0,1999.0,2024-09-04,S,2080000.0
2743,73 Wellington Pde,Yarraville,Inner West,8,House,3,2,2.0,883,158.0,2008.0,2024-09-04,VB,1588000.0
2744,170 Nicholson St,Preston,Northern,9,House,3,2,0.0,829,131.0,1902.0,2024-09-04,S,812000.0
2745,135 Victoria Ave,Preston,Northern,9,Unit/Apartment,3,3,0.0,0,153.0,1993.0,2024-09-04,SP,687000.0
2746,149 Wellington Pde,Berwick,Outer South East,42,Townhouse,2,1,1.0,161,102.0,1914.0,2024-09-04,S,455000.0
2747,126 Riverside Dr,Epping,Outer North,20,House,1,1,2.0,841,102.0,1931.0,2024-09-04,SP,717000.0
2748,15 High St,Frankston,South East,41,Townhouse,3,2,0.0,273,136.0,2011.0,2024-09-05,S,440000.0
2749,72 Station Rd,Yarraville,Inner West,8,Townhouse,3,2,2.0,229,153.0,,2024-09-05,SA,819000.0
2750,55 Bridge St,Brunswick,Northern,5,Townhouse,2,1,0.0,168,116.0,1955.0,2024-09-05,S,1006000.0
2751,84 Union St,Richmond,Inner,3,House,3,2,2.0,872,160.0,1915.0,2024-09-05,SP,1883000.0
2752,109 Elm Gr,St Kilda,Bayside,6,House,3,2,4.0,752,151.0,2013.0,2024-09-06,S,1479000.0
2753,51 Clarke St,Ringwood,Outer East,24,House,3,2,2.0,717,154.0,1944.0,2024-09-06,SP,915000.0
2754,105 Empire Ave,Brighton,Bayside,11,Unit/Apartment,2,2,3.0,0,146.0,2018.0,2024-09-06,SP,1221000.0
2755,62 Elm Gr,Epping,Outer North,20,House,4,3,0.0,498,222.0,1960.0,2024-09-06,SP,709000.0
2756,54 Albert Rd,Glen Waverley,Eastern,18,House,2,1,1.0,736,147.0,1916.0,2024-09-06,PI,1503000.0
2757,32 Grove St,Brunswick,Northern,5,Unit/Apartment,2,2,1.0,0,138.0,1900.0,2024-09-06,SP,784000.0
2758,167 Elm Gr,Sunshine,Western,13,House,1,1,0.0,594,101.0,1980.0,2024-09-06,SP,712000.0
2759,68 Nicholson St,Williamstown,Inner West,10,Unit/Apartment,1,1,1.0,0,92.0,1980.0,2024-09-07,SP,627000.0
2760,13 Nicholson St,Brighton,Bayside,11,House,2,2,3.0,794,137.0,2000.0,2024-09-07,PI,2250000.0
2761,38 Maple Ct,Brunswick,Northern,5,Townhouse,2,2,2.0,236,143.0,1934.0,2024-09-07,S,752000.0
2762,82 Beach Rd,Box Hill,Eastern,14,Townhouse,2,1,1.0,194,122.0,1988.0,2024-09-07,S,778000.0
2763,129 Union St,Craigieburn,Outer North,26,Unit/Apartment,1,1,0.0,0,81.0,1921.0,2024-09-07,S,338000.0
2764,43 Bridge St,Malvern,Inner East,8,Unit/Apartment,2,1,2.0,0,142.0,1951.0,2024-09-07,S,1037000.0
2765,161 Church St,Glen Waverley,Eastern,18,Unit/Apartment,1,1,1.0,0,93.0,1948.0,2024-09-07,SP,646000.0
2766,167 Somerset Cl,Sunshine,Western,13,Townhouse,2,2,1.0,219,151.0,1982.0,2024-09-07,S,626000.0
2767,94 Somerset Cl,Brunswick,Northern,5,House,3,2,0.0,852,148.0,1993.0,2024-09-07,S,1498000.0
2768,38 Bridge St,Footscray,Inner West,6,House,1,1,1.0,685,101.0,,2024-09-07,SP,1131000.0
2769,93 Cook St,Moonee Ponds,North West,7,House,1,1,1.0,799,109.0,1955.0,2024-09-07,S,1202000.0
2770,61 Clarke St,Epping,Outer North,20,Unit/Apartment,1,1,2.0,0,105.0,1928.0,2024-09-07,S,364000.0
2771,21 High St,Werribee,Outer West,32,House,1,1,0.0,594,109.0,1924.0,2024-09-08,SP,471000.0
2772,87 Maple Ct,Essendon,North West,9,House,5,4,4.0,647,,1937.0,2024-09-08,S,1528000.0
2773,42 Somerset Cl,Yarraville,Inner West,8,Townhouse,3,3,1.0,252,161.0,1909.0,2024-09-08,VB,1085000.0
2774,147 Wellington Pde,Dandenong,South East,30,House,1,1,1.0,899,101.0,1933.0,2024-09-08,S,795000.0
2775,133 High St,Richmond,Inner,3,Unit/Apartment,1,1,1.0,0,117.0,1932.0,2024-09-09,S,851000.0
2776,106 Grove St,Southbank,Inner,2,House,3,3,1.0,561,177.0,1948.0,2024-09-09,S,1779000.0
2777,32 Station Rd,Camberwell,Inner East,9,Townhouse,2,1,1.0,248,131.0,2010.0,2024-09-09,S,1220000.0
2778,188 Cook St,Essendon,North West,9,Unit/Apartment,1,1,3.0,0,111.0,1940.0,2024-09-09,PI,681000.0
2779,79 Somerset Cl,Werribee,Outer West,32,Unit/Apartment,1,1,0.0,0,86.0,1933.0,2024-09-09,S,272000.0
2780,81 Elm Gr,Malvern,Inner East,8,Unit/Apartment,1,1,2.0,0,110.0,1984.0,2024-09-09,SP,898000.0
2781,106 Albert Rd,Doncaster,Eastern,15,Townhouse,2,2,2.0,253,131.0,2010.0,2024-09-09,SP,1211000.0
2782,176 Somerset Cl,Epping,Outer North,20,Unit/Apartment,1,1,1.0,0,82.0,2007.0,2024-09-10,S,292000.0
2783,41 Riverside Dr,Reservoir,Northern,12,Townhouse,4,3,1.0,149,186.0,1907.0,2024-09-10,VB,839000.0
2784,147 Bridge St,Craigieburn,Outer North,26,Unit/Apartment,2,2,1.0,0,135.0,1967.0,2024-09-10,SP,374000.0
2785,100 High St,Glen Waverley,Eastern,18,Unit/Apartment,1,1,4.0,0,83.0,1937.0,2024-09-10,SP,706000.0
2786,66 Clarke St,Hawthorn,Inner East,6,Unit/Apartment,3,3,2.0,0,173.0,1934.0,2024-09-10,SP,935000.0
2787,68 Riverside Dr,Epping,Outer North,20,Unit/Apartment,2,1,0.0,0,135.0,1925.0,2024-09-10,PI,413000.0
2788,51 Nicholson St,Brighton,Bayside,11,House,4,2,2.0,375,174.0,1960.0,2024-09-11,S,1666000.0
2789,115 Maple Ct,Camberwell,Inner East,9,Unit/Apartment,2,1,0.0,0,128.0,2007.0,2024-09-11,SA,1143000.0
2790,110 Clarke St,Sunshine,Western,13,Townhouse,3,2,1.0,183,171.0,1907.0,2024-09-11,S,602000.0
2791,96 Somerset Cl,Footscray,Inner West,6,Townhouse,2,1,0.0,195,123.0,1948.0,2024-09-11,S,739000.0
2792,169 Station Rd,Reservoir,Northern,12,Unit/Apartment,1,1,2.0,0,101.0,2008.0,2024-09-11,SA,507000.0
2793,184 Albert Rd,Fitzroy,Inner,3,House,2,2,1.0,492,138.0,1910.0,2024-09-11,S,1561000.0
2794,144 Grove St,Werribee,Outer West,32,Unit/Apartment,2,2,2.0,0,119.0,1983.0,2024-09-11,S,389000.0
2795,196 Nicholson St,Fitzroy,Inner,3,House,2,2,3.0,497,116.0,1902.0,2024-09-11,VB,1658000.0
2796,133 Grove St,Doncaster,Eastern,15,House,3,2,2.0,571,166.0,1986.0,2024-09-11,S,1302000.0
2797,42 High St,Williamstown,Inner West,10,House,2,1,0.0,531,126.0,1992.0,2024-09-11,VB,1243000.0
2798,144 Cook St,Williamstown,Inner West,10,House,4,3,2.0,830,162.0,1990.0,2024-09-12,S,1905000.0
2799,56 Wellington Pde,Camberwell,Inner East,9,Unit/Apartment,2,2,2.0,0,115.0,1983.0,2024-09-12,S,831000.0
2800,7 Park Cres,St Kilda,Bayside,6,Townhouse,2,2,0.0,268,120.0,1939.0,2024-09-12,S,906000.0
2801,197 Albert Rd,Berwick,Outer South East,42,Unit/Apartment,2,2,1.0,0,138.0,1966.0,2024-09-12,SP,422000.0
2802,64 Park Cres,Craigieburn,Outer North,26,House,3,2,1.0,313,154.0,1966.0,2024-09-13,S,666000.0
2803,35 Elm Gr,Craigieburn,Outer North,26,House,2,2,1.0,828,132.0,1902.0,2024-09-13,S,628000.0
2804,154 Grove St,Camberwell,Inner East,9,Townhouse,2,2,0.0,290,120.0,1945.0,2024-09-13,VB,1286000.0
2805,17 Victoria Ave,Yarraville,Inner West,8,Unit/Apartment,1,1,1.0,0,96.0,1949.0,2024-09-13,SA,576000.0
2806,56 Somerset Cl,Coburg,Northern,8,House,3,2,1.0,593,187.0,1942.0,2024-09-13,SA,1302000.0
2807,4 Ryan Ave,Fitzroy,Inner,3,Townhouse,2,1,2.0,291,148.0,1910.0,2024-09-13,S,931000.0
2808,129 Cook St,Ringwood,Outer East,24,House,2,1,2.0,415,125.0,1934.0,2024-09-13,S,683000.0
2809,140 Church St,Fitzroy,Inner,3,House,3,3,3.0,900,150.0,1951.0,2024-09-13,S,2060000.0
2810,108 Park Cres,Toorak,Inner East,5,House,3,3,1.0,487,144.0,1993.0,2024-09-13,SA,2466000.0
2811,4 Union St,Dandenong,South East,30,Townhouse,2,1,1.0,251,119.0,1987.0,2024-09-13,S,470000.0
2812,45 Empire Ave,Richmond,Inner,3,House,1,1,2.0,608,92.0,1957.0,2024-09-14,SP,1547000.0
2813,123 Empire Ave,St Kilda,Bayside,6,Townhouse,2,2,2.0,235,122.0,1999.0,2024-09-14,S,985000.0
2814,166 Cook St,Frankston,South East,41,Unit/Apartment,2,1,0.0,0,125.0,2018.0,2024-09-14,PI,376000.0
2815,139 Empire Ave,South Yarra,Inner,4,House,2,1,0.0,663,145.0,2015.0,2024-09-14,PI,1832000.0
2816,100 Cook St,South Yarra,Inner,4,Unit/Apartment,3,2,0.0,0,189.0,1936.0,2024-09-14,S,1089000.0
2817,161 Elm Gr,Yarraville,Inner West,8,House,3,2,3.0,413,160.0,2018.0,2024-09-15,S,1576000.0
2818,167 Somerset Cl,Craigieburn,Outer North,26,Townhouse,4,4,1.0,291,199.0,1975.0,2024-09-15,PI,576000.0
2819,61 Empire Ave,Essendon,North West,9,House,3,3,3.0,363,141.0,2007.0,2024-09-15,S,1348000.0
2820,54 Maple Ct,Box Hill,Eastern,14,House,3,2,0.0,797,148.0,1984.0,2024-09-15,VB,1364000.0
2821,19 Station Rd,Ringwood,Outer East,24,House,3,2,2.0,611,169.0,1938.0,2024-09-16,SP,1295000.0
2822,89 Station Rd,Craigieburn,Outer North,26,House,2,1,0.0,834,139.0,2022.0,2024-09-16,SP,628000.0
2823,71 High St,Point Cook,Outer West,24,House,2,1,0.0,758,114.0,,2024-09-16,S,814000.0
2824,39 Victoria Ave,Ringwood,Outer East,24,House,3,2,3.0,323,160.0,1936.0,2024-09-16,S,659000.0
2825,125 Clarke St,Reservoir,Northern,12,House,2,1,1.0,352,114.0,1968.0,2024-09-16,SP,960000.0
2826,35 Park Cres,Epping,Outer North,20,House,2,2,2.0,578,134.0,2016.0,2024-09-17,S,729000.0
2827,190 Wellington Pde,Sunshine,Western,13,House,2,1,1.0,726,126.0,1994.0,2024-09-17,S,1102000.0
2828,138 Beach Rd,Werribee,Outer West,32,Unit/Apartment,2,2,2.0,0,146.0,1928.0,2024-09-17,S,399000.0
2829,169 Elm Gr,Kew,Inner East,6,House,4,3,0.0,761,207.0,1986.0,2024-09-17,PI,2418000.0
2830,144 Bridge St,Box Hill,Eastern,14,House,4,3,2.0,890,172.0,1926.0,2024-09-18,SP,1638000.0
2831,108 Ryan Ave,Essendon,North West,9,Unit/Apartment,3,3,1.0,0,148.0,1918.0,2024-09-18,S,745000.0
2832,113 Albert Rd,Toorak,Inner East,5,Townhouse,3,2,0.0,222,163.0,2013.0,2024-09-18,SP,1872000.0
2833,181 Cook St,Doncaster,Eastern,15,House,1,1,1.0,530,112.0,1983.0,2024-09-18,PI,1223000.0
2834,27 Albert Rd,Sandringham,Bayside,15,Townhouse,1,1,2.0,286,89.0,1945.0,2024-09-18,S,1057000.0
2835,14 Riverside Dr,Dandenong,South East,30,House,2,2,3.0,657,127.0,2000.0,2024-09-18,SA,630000.0
2836,194 Cook St,Melbourne CBD,Inner,1,Townhouse,3,3,1.0,197,150.0,2014.0,2024-09-18,S,1141000.0
2837,186 Cook St,Brunswick,Northern,5,House,3,3,0.0,408,155.0,1906.0,2024-09-18,VB,1638000.0
2838,108 Station Rd,Essendon,North West,9,House,3,3,1.0,583,178.0,2012.0,2024-09-18,S,1551000.0
2839,159 Maple Ct,Yarraville,Inner West,8,House,3,3,1.0,898,173.0,1919.0,2024-09-18,S,1563000.0
2840,62 Nicholson St,Richmond,Inner,3,House,2,2,0.0,659,119.0,2002.0,2024-09-18,VB,1413000.0
2841,129 Cook St,Reservoir,Northern,12,House,2,2,1.0,445,129.0,1942.0,2024-09-19,PI,941000.0
2842,180 Wellington Pde,Doncaster,Eastern,15,House,2,2,1.0,801,128.0,1976.0,2024-09-19,S,1573000.0
2843,115 Somerset Cl,Fitzroy,Inner,3,House,2,1,1.0,480,143.0,1995.0,2024-09-19,PI,1084000.0
2844,199 Maple Ct,Werribee,Outer West,32,Townhouse,3,3,0.0,268,181.0,1905.0,2024-09-19,S,517000.0
2845,21 Union St,Essendon,North West,9,House,3,2,3.0,708,159.0,1935.0,2024-09-19,SP,1330000.0
2846,35 Union St,Yarraville,Inner West,8,Townhouse,3,2,0.0,161,158.0,1946.0,2024-09-19,SP,895000.0
2847,154 Beach Rd,South Yarra,Inner,4,House,2,2,3.0,628,137.0,1927.0,2024-09-19,VB,1848000.0
2848,90 Wellington Pde,Camberwell,Inner East,9,Unit/Apartment,3,2,1.0,0,136.0,1929.0,2024-09-20,S,1034000.0
2849,190 Nicholson St,Southbank,Inner,2,House,1,1,2.0,477,102.0,1973.0,2024-09-20,S,1203000.0
2850,37 Ryan Ave,Preston,Northern,9,Unit/Apartment,1,1,2.0,0,97.0,1972.0,2024-09-20,S,589000.0
2851,95 Riverside Dr,Frankston,South East,41,Unit/Apartment,2,1,1.0,0,120.0,1920.0,2024-09-20,PI,312000.0
2852,191 Victoria Ave,Preston,Northern,9,Townhouse,3,2,3.0,217,154.0,2020.0,2024-09-20,S,998000.0
2853,33 Cook St,Brighton,Bayside,11,Townhouse,4,3,1.0,129,146.0,1916.0,2024-09-21,SP,1507000.0
2854,68 Albert Rd,Williamstown,Inner West,10,House,2,1,1.0,847,117.0,1905.0,2024-09-21,S,1713000.0
2855,28 Albert Rd,Preston,Northern,9,House,3,3,1.0,522,184.0,2004.0,2024-09-21,SP,1217000.0
2856,13 High St,Sandringham,Bayside,15,House,2,1,1.0,877,138.0,2009.0,2024-09-21,SP,1478000.0
2857,195 Ryan Ave,Dandenong,South East,30,Townhouse,2,2,1.0,228,142.0,2022.0,2024-09-21,SP,425000.0
2858,191 Elm Gr,Preston,Northern,9,House,2,2,1.0,743,128.0,1930.0,2024-09-21,S,1038000.0
2859,199 Church St,Moonee Ponds,North West,7,House,3,3,0.0,563,152.0,1989.0,2024-09-21,SP,1894000.0
2860,189 Elm Gr,Point Cook,Outer West,24,House,2,2,2.0,567,125.0,1915.0,2024-09-21,S,805000.0
2861,4 Park Cres,Brighton,Bayside,11,House,2,2,1.0,375,147.0,2008.0,2024-09-21,S,1623000.0
2862,170 Beach Rd,Werribee,Outer West,32,Townhouse,3,2,1.0,230,175.0,1941.0,2024-09-22,PI,354000.0
2863,146 Elm Gr,Pakenham,Outer South East,55,Unit/Apartment,1,1,2.0,0,112.0,1934.0,2024-09-22,PI,297000.0
2864,83 Wellington Pde,Point Cook,Outer West,24,House,2,1,1.0,596,126.0,1987.0,2024-09-22,S,934000.0
2865,78 Union St,Berwick,Outer South East,42,Townhouse,4,3,0.0,160,218.0,1948.0,2024-09-22,S,558000.0
2866,156 Riverside Dr,Kew,Inner East,6,House,2,1,1.0,324,139.0,1904.0,2024-09-22,SA,1674000.0
2867,25 Empire Ave,Ringwood,Outer East,24,Townhouse,3,2,0.0,287,166.0,2005.0,2024-09-22,S,637000.0
2868,22 Union St,Camberwell,Inner East,9,Townhouse,3,2,1.0,150,185.0,2020.0,2024-09-23,SP,1282000.0
2869,28 Union St,Carlton,Inner,2,House,2,1,2.0,462,141.0,1982.0,2024-09-23,S,1095000.0
2870,6 Albert Rd,Melbourne CBD,Inner,1,House,3,3,2.0,820,143.0,2004.0,2024-09-23,SP,1691000.0
2871,3 Grove St,Coburg,Northern,8,House,3,2,3.0,564,144.0,1923.0,2024-09-23,SP,1223000.0
2872,85 Grove St,Toorak,Inner East,5,Unit/Apartment,2,1,1.0,0,144.0,1977.0,2024-09-24,S,1227000.0
2873,128 Albert Rd,St Kilda,Bayside,6,House,3,2,1.0,749,148.0,1983.0,2024-09-24,S,1672000.0
2874,52 Grove St,Doncaster,Eastern,15,Unit/Apartment,3,2,1.0,0,127.0,1921.0,2024-09-24,SP,642000.0
